Water_g,Energ_Kcal,Protein_g,Lipid_Tot_g,Ash_g,Carbohydrt_g,Fiber_TD_g,Sugar_Tot_g,Calcium_mg,Iron_mg,Magnesium_mg,Phosphorus_mg,Potassium_mg,Sodium_mg,Zinc_mg,Copper_mg,Manganese_mg,Selenium_mewg,Vit_C_mg,Thiamin_mg,Riboflavin_mg,Niacin_mg,Panto_Acid_mg,Vit_B6_mg,Folate_Tot_mewg,Folic_Acid_mewg,Food_Folate_mewg,Folate_DFE_mewg,Choline_Tot_mg,Vit_B12_mewg,Vit_A_IU,Vit_A_RAE,Retinol_mewg,Alpha_Carot_mewg,Beta_Carot_mewg,Beta_Crypt_mewg,Lycopene_mewg,Lut_and_Zea_mewg,Vit_E_mg,Vit_D_mewg,Vit_D_IU,Vit_K_mewg,FA_Sat_g,FA_Mono_g,FA_Poly_g,Cholestrl_mg,Refuse_Pct
-0.0581032901758,-0.324987794528,-0.0326215037899,-0.0158281081342,-0.00126117967878,-0.0115431373427,-0.00137239982565,-0.00185714274093,0.0149977571358,-0.0026189927689,-0.0518885957392,-0.305147824068,-0.5048012786,0.0215843878141,-0.00562485252469,-0.000245850128192,-0.000350714791232,-0.0337919997171,0.00448781834925,-0.000192458595735,-0.000254788392411,-0.00719890077509,-0.000923710465964,-0.000488620517056,-0.00146398335027,0.0139196091909,-0.0192530268879,0.00504969271281,-0.0650296397163,-0.00250569428013,0.69788830549,0.0847420405295,0.0582736331716,0.0173366007273,0.123797988877,0.00966073636482,0.042848068149,0.0826090790778,-0.00022424186118,0.000186462573847,0.00745860958797,0.00514346312956,-0.00574992904732,-0.00659037986336,-0.00176774584772,-0.0977549791455,-0.0206245745193
-0.0990978441182,0.0753988880203,-0.0118923649599,0.00473106443935,0.00102509776301,0.0204096626721,-0.000154209630964,0.00136443305856,-0.00643307870994,-0.00129794788055,-0.0318517599285,-0.107189122917,-0.366212874356,0.855902235503,-0.00319354650011,-0.000154829777452,-0.000358540759161,-0.0119459567847,-0.022088893246,7.75655711734e-05,-0.000117817233126,-0.00259621845562,-0.000599445956775,-0.000351524546291,0.0017372630054,0.00745188298621,-0.0193487282241,-0.0067596276575,-0.0354801522311,-0.0016611059091,-0.300055896835,-0.0382995724125,-0.0282170989741,-0.00839645336948,-0.0652072643489,-0.00909938226304,0.00883705256817,-0.0536038313175,-0.000189561645331,-0.000437797228776,-0.0175341509151,-0.00260051089793,0.000827540896491,0.0010119586659,0.00262649055283,-0.0457721818509,-0.0149592806651
-0.021552175625,0.751599501002,-0.00929580421594,0.0443630208031,-0.00150026706299,0.0894985211726,0.00090984946011,0.0462471019731,-0.0112141489958,0.00121277185967,-0.0158322230908,-0.173290139392,-0.508449645917,-0.347902483624,-0.002212182002,-9.42214088737e-05,0.000177238189004,-0.0169519962686,-0.000490931913728,-8.54509276911e-06,-7.2283917732e-05,-0.0025040194815,-0.000615910515603,-0.000348870631631,0.0100040617587,0.0203185258924,-0.0249197512761,0.0099446115715,-0.0392326020875,-0.00218527699241,-0.0885892562631,-0.00433033192038,-0.00317480197395,-0.00241931490735,-0.0153170736612,-0.00163477939061,0.00612014882029,0.000873573634903,0.00256675126312,-0.000320714548018,-0.0129318514424,0.00376640044052,0.0164550265949,0.0148893607653,0.00825744061794,-0.0205445075197,-0.00759082100436
0.613822180865,-0.306133870902,-0.0331995245793,-0.0303898696185,-0.000428135332674,0.017830078011,0.00224576338842,0.0206757314967,-0.0452076812105,-0.00291724163869,-0.0359906168433,-0.392292455398,-0.143891738816,-0.162355165479,-0.00589623566032,-0.000144724037583,-5.82116130595e-05,-0.0390451664436,0.070061709651,-0.000281789837257,-0.00030860618507,-0.00712477612774,-0.000539411377525,-0.000278788359494,-0.0144189940972,-0.0145292312793,0.0144550237918,-0.0108796526354,-0.0590372279776,-0.00331913708762,-0.421105656626,-0.11618993352,-0.105345149895,0.00606427931742,0.0833054821653,0.0142591553793,0.198776048666,0.210188047541,-0.000738034535691,-0.000681795953449,-0.0272633351989,0.00807530214943,-0.0110205816788,-0.0116123123477,-0.00472922621904,-0.132861857678,-0.0110490372726
-0.627229244517,-0.166792279176,-0.0014307839568,0.000839445445442,-0.00154666226895,-0.0312269084222,0.00115843874289,-0.0317549471434,-0.178990149651,0.00024537565428,0.0246711105713,0.0545963648725,-0.0933071921285,-0.149675076841,0.00061413042064,2.7159069018e-05,0.000328880222147,0.0109218630142,-0.0474764488081,0.000129348643887,-0.000201392666854,0.000177249413567,-0.000400060085846,-8.02256765936e-05,0.0593788605507,0.0313646966257,0.0261706894255,0.0822261870757,0.0192622851381,-0.000543414033251,-0.254122171831,-0.0759954321965,-0.0753848981466,0.0186069673772,0.165404802824,0.00582360876356,0.446923000868,0.436939041481,0.000717465864251,-0.000624131789574,-0.0250584528085,0.0136493285342,-0.000901826504667,0.00128037593441,0.0013475436782,0.00708073395127,-0.00603376337988
0.0928590550827,-0.173044280541,0.0350659329171,-0.000166455307253,0.000502535943517,-0.0856986128728,-0.00897392688153,-0.0357653289651,0.165502185158,0.00266679237734,-0.0234981235182,0.33312644077,-0.307486719597,-0.120210661554,0.00519305152739,-3.55445565784e-05,-0.000787746543048,0.0414188713282,-0.0358140000173,-3.30443424435e-05,0.000345195544099,0.00648435020358,0.000886212301753,0.0003545149652,-0.0769602168108,-0.0122703822258,-0.0558663597016,-0.0751714334323,0.0639737966841,0.00518647242554,-0.0684959909383,0.0530740926809,0.0648330182102,-0.0138375192505,-0.17157481138,-0.0249101984415,0.563077773958,-0.52840785908,-0.000894323065899,0.00125782448807,0.0503616177165,-0.0285197022584,0.000304497486801,0.000612647844893,-0.00182530169411,0.199650871587,0.00968022252031
0.118142328727,-0.129268009467,0.0142719588222,-0.0184186908056,0.00190389089294,-0.00332842475345,0.0022336489024,-0.0164359216016,0.544730408313,0.0086004574406,0.0697475603014,0.448937645359,-0.316994809587,-0.0486374640959,0.00308599420654,0.00025680816164,0.000866418614097,0.0293771890528,-0.0139648043795,0.000436662821238,0.000588841352236,0.00441972862011,0.000925967863961,0.000268461609241,0.129617541784,0.0952628612776,0.0456738468477,0.20811076788,0.0433737101752,0.00210500733972,-0.115030975873,0.0603363966924,0.0750327699131,-0.0123893217289,-0.0295161860486,-0.00410861582553,-0.303564815982,0.40768846353,0.000283345157386,0.00131487217172,0.0527361098037,0.00763402276408,-0.00768832674993,-0.0069205144244,-0.00217443945561,0.0571008090093,-0.00819585378839
-0.196626832013,0.00708320685809,-0.063458875232,-0.018830965997,0.000724988893635,0.122215830646,0.0127123851512,0.0365751349646,0.507391962028,0.00412250930182,0.0783406362684,-0.30878072713,0.213328420665,-0.0337499538986,-0.00886656669301,0.000234479489731,0.00225933190035,-0.0689584187891,0.0339720195166,0.000441986978415,-0.000100858862288,-0.0108484163374,-0.0011898345797,-0.000617681212857,0.268465641756,0.129965129932,0.116875208162,0.333333220068,-0.157432734237,-0.00787703755667,-0.0425015158599,0.0302464040778,0.0389806725254,-0.0171388810451,-0.14075221357,-0.00894128245837,0.189533055428,-0.241215469655,0.00150123191144,0.00033528757508,0.0135580704235,-0.000863381106939,-0.00669797491021,-0.00954577953748,0.000124536733117,-0.410969997313,-0.049264251098
0.0653827819679,-0.131065614287,0.00987446389395,-0.017686372303,-0.00121769215318,-0.00624999478041,-0.00112361881732,-0.034974590045,-0.54256624726,0.0063387175053,0.026146094739,0.0734097722486,-0.14758057129,-0.0644138375548,0.00350732341772,0.000201029494743,0.000265548438374,0.0301470963001,-0.000504009278056,0.000682469503741,0.000357958962924,0.00953677052908,0.00114031524207,0.000732100444813,0.388139274509,0.246759638728,0.129416138528,0.557454308518,0.0340806041582,0.00303516245954,-0.0467515232627,0.0277080910862,0.0366138837964,-0.0116510344374,-0.153853233908,-0.016328064397,-0.176308350143,-0.208747316086,-0.000273822335611,-0.000141522422155,-0.00590035263349,-0.0163638575493,-0.00862110074245,-0.00436376978688,-0.00199904773181,0.0758165420122,0.00664441752295
-0.301060169962,-0.267281356,-0.00703242390395,0.00323179427592,-4.2409509767e-05,-0.0604501725876,-0.00195660920779,-0.0306105514259,0.111351435776,0.0017196823327,-0.0090970275216,-0.0984051154171,-0.189953337022,-0.211443777176,-0.00260592975572,-4.38489092405e-05,0.000243389177341,-0.015182974693,-0.00812228611026,-0.000164165145512,-0.000389838604448,-0.00453777784623,-0.000954270130217,-0.000297660187885,-0.0669490328643,-0.0659710909266,-0.0049688379494,-0.11883943932,-0.0342246129917,-0.000918637298234,-0.258349305546,-0.237066649932,-0.247820122788,0.0502381116397,0.325506733999,-0.0057159030588,-0.476336728731,-0.430766635177,0.000925827454491,-0.000149046408956,-0.00583039806895,-0.00408643323065,0.000143107798199,0.000535805056002,0.00148395250732,0.00845468363426,-0.0194191176844
